articulograph,position,trial,sensor,coordinate,SD
VOX,p7,t3,s3,yaw,0.0125
VOX,p7,t3,s4,yaw,0.037
VOX,p7,t3,s5,yaw,0.0211
VOX,p7,t3,s6,yaw,0.0176
VOX,p7,t3,s7,yaw,0.0259
VOX,p7,t3,s8,yaw,0.0223
WAVE,p8,t3,s1,Qx,0.0453
WAVE,p8,t3,s2,Qx,0.0815
WAVE,p8,t3,s3,Qx,0.11
WAVE,p8,t3,s4,Qx,0.1571
WAVE,p8,t3,s5,Qx,0.1521
WAVE,p8,t3,s6,Qx,0.4287
WAVE,p8,t3,s7,Qx,0.2279
WAVE,p8,t3,s8,Qx,0.4617
VOX,p8,t3,s1,Qx,0.0088
VOX,p8,t3,s2,Qx,0.0085
VOX,p8,t3,s3,Qx,0.0168
VOX,p8,t3,s4,Qx,0.015
VOX,p8,t3,s5,Qx,0.0167
VOX,p8,t3,s6,Qx,0.019
VOX,p8,t3,s7,Qx,0.0244
VOX,p8,t3,s8,Qx,0.0332
WAVE,p8,t3,s1,Qy,0.0706
WAVE,p8,t3,s2,Qy,0.0946
WAVE,p8,t3,s3,Qy,0.0941
WAVE,p8,t3,s4,Qy,0.0978
WAVE,p8,t3,s5,Qy,0.145
WAVE,p8,t3,s6,Qy,0.2314
WAVE,p8,t3,s7,Qy,0.3003
WAVE,p8,t3,s8,Qy,0.345
VOX,p8,t3,s1,Qy,0.0135
VOX,p8,t3,s2,Qy,0.0127
VOX,p8,t3,s3,Qy,0.0234
VOX,p8,t3,s4,Qy,0.0194
VOX,p8,t3,s5,Qy,0.0209
VOX,p8,t3,s6,Qy,0.0267
VOX,p8,t3,s7,Qy,0.0332
VOX,p8,t3,s8,Qy,0.0423
WAVE,p8,t3,s1,Qz,0.0941
WAVE,p8,t3,s2,Qz,0.1233
WAVE,p8,t3,s3,Qz,0.2294
WAVE,p8,t3,s4,Qz,0.1229
WAVE,p8,t3,s5,Qz,0.2292
WAVE,p8,t3,s6,Qz,0.6444
WAVE,p8,t3,s7,Qz,0.5248
WAVE,p8,t3,s8,Qz,0.7316
VOX,p8,t3,s1,Qz,0.0096
VOX,p8,t3,s2,Qz,0.0069
VOX,p8,t3,s3,Qz,0.0189
VOX,p8,t3,s4,Qz,0.0121
VOX,p8,t3,s5,Qz,0.0168
VOX,p8,t3,s6,Qz,0.0213
VOX,p8,t3,s7,Qz,0.0314
VOX,p8,t3,s8,Qz,0.0366
WAVE,p8,t3,s1,pitch,0.0212
WAVE,p8,t3,s2,pitch,0.0331
WAVE,p8,t3,s3,pitch,0.0945
WAVE,p8,t3,s4,pitch,0.0699
WAVE,p8,t3,s5,pitch,0.0366
WAVE,p8,t3,s6,pitch,0.2431
WAVE,p8,t3,s7,pitch,0.1424
WAVE,p8,t3,s8,pitch,0.1522
VOX,p8,t3,s1,pitch,0.0029
VOX,p8,t3,s2,pitch,0.0022
VOX,p8,t3,s3,pitch,0.0053
VOX,p8,t3,s4,pitch,0.0044
VOX,p8,t3,s5,pitch,0.0036
VOX,p8,t3,s6,pitch,0.0034
VOX,p8,t3,s7,pitch,0.0045
VOX,p8,t3,s8,pitch,0.0079
WAVE,p8,t3,s1,yaw,0.0534
WAVE,p8,t3,s2,yaw,0.0134
WAVE,p8,t3,s3,yaw,0.0054
WAVE,p8,t3,s4,yaw,0.1161
WAVE,p8,t3,s5,yaw,0.0673
WAVE,p8,t3,s6,yaw,1.3583
WAVE,p8,t3,s7,yaw,4.1618
WAVE,p8,t3,s8,yaw,0.0625
VOX,p8,t3,s1,yaw,0.0355
VOX,p8,t3,s2,yaw,0.0216
VOX,p8,t3,s3,yaw,0.0297
VOX,p8,t3,s4,yaw,0.0614
VOX,p8,t3,s5,yaw,0.035
VOX,p8,t3,s6,yaw,0.0291
VOX,p8,t3,s7,yaw,0.0434
VOX,p8,t3,s8,yaw,0.0491
WAVE,p9,t3,s1,Qx,0.1465
WAVE,p9,t3,s2,Qx,0.2657
WAVE,p9,t3,s3,Qx,0.2207
WAVE,p9,t3,s4,Qx,0.3417
WAVE,p9,t3,s5,Qx,0.3266
WAVE,p9,t3,s6,Qx,0.5455
WAVE,p9,t3,s7,Qx,0.4936
WAVE,p9,t3,s8,Qx,0.8669
VOX,p9,t3,s1,Qx,0.015
VOX,p9,t3,s2,Qx,0.0185
VOX,p9,t3,s3,Qx,0.0267
VOX,p9,t3,s4,Qx,0.0311
VOX,p9,t3,s5,Qx,0.037
VOX,p9,t3,s6,Qx,0.0368
VOX,p9,t3,s7,Qx,0.0579
VOX,p9,t3,s8,Qx,0.0629
WAVE,p9,t3,s1,Qy,0.1664
WAVE,p9,t3,s2,Qy,0.2376
WAVE,p9,t3,s3,Qy,0.255
WAVE,p9,t3,s4,Qy,0.2058
WAVE,p9,t3,s5,Qy,0.3306
WAVE,p9,t3,s6,Qy,0.4212
WAVE,p9,t3,s7,Qy,0.637
WAVE,p9,t3,s8,Qy,0.623
VOX,p9,t3,s1,Qy,0.0187
VOX,p9,t3,s2,Qy,0.0261
VOX,p9,t3,s3,Qy,0.0368
VOX,p9,t3,s4,Qy,0.0367
VOX,p9,t3,s5,Qy,0.0389
VOX,p9,t3,s6,Qy,0.0539
VOX,p9,t3,s7,Qy,0.0672
VOX,p9,t3,s8,Qy,0.079
WAVE,p9,t3,s1,Qz,0.3045
WAVE,p9,t3,s2,Qz,0.4032
WAVE,p9,t3,s3,Qz,0.4393
WAVE,p9,t3,s4,Qz,0.2786
WAVE,p9,t3,s5,Qz,0.5813
WAVE,p9,t3,s6,Qz,0.8131
WAVE,p9,t3,s7,Qz,0.7587
WAVE,p9,t3,s8,Qz,1.2569
VOX,p9,t3,s1,Qz,0.0155
VOX,p9,t3,s2,Qz,0.0191
VOX,p9,t3,s3,Qz,0.0326
VOX,p9,t3,s4,Qz,0.0288
VOX,p9,t3,s5,Qz,0.0429
VOX,p9,t3,s6,Qz,0.0506
VOX,p9,t3,s7,Qz,0.0662
VOX,p9,t3,s8,Qz,0.0806
WAVE,p9,t3,s1,pitch,0.0607
WAVE,p9,t3,s2,pitch,0.0952
WAVE,p9,t3,s3,pitch,0.1508
WAVE,p9,t3,s4,pitch,0.1221
WAVE,p9,t3,s5,pitch,0.0725
WAVE,p9,t3,s6,pitch,0.2568
WAVE,p9,t3,s7,pitch,0.231
WAVE,p9,t3,s8,pitch,0.2409
VOX,p9,t3,s1,pitch,0.0043
VOX,p9,t3,s2,pitch,0.0043
VOX,p9,t3,s3,pitch,0.0065
VOX,p9,t3,s4,pitch,0.008
VOX,p9,t3,s5,pitch,0.0067
VOX,p9,t3,s6,pitch,0.0052
VOX,p9,t3,s7,pitch,0.0088
VOX,p9,t3,s8,pitch,0.0133
WAVE,p9,t3,s1,yaw,0.152
WAVE,p9,t3,s2,yaw,0.0387
WAVE,p9,t3,s3,yaw,0.0092
WAVE,p9,t3,s4,yaw,0.2047
WAVE,p9,t3,s5,yaw,0.1327
WAVE,p9,t3,s6,yaw,1.4219
WAVE,p9,t3,s7,yaw,6.3006
WAVE,p9,t3,s8,yaw,0.1006
VOX,p9,t3,s1,yaw,0.0414
VOX,p9,t3,s2,yaw,0.0413
VOX,p9,t3,s3,yaw,0.0408
VOX,p9,t3,s4,yaw,0.0984
VOX,p9,t3,s5,yaw,0.0633
VOX,p9,t3,s6,yaw,0.0517
VOX,p9,t3,s7,yaw,0.0809
VOX,p9,t3,s8,yaw,0.0775
WAVE,p10,t3,s1,Qx,0.0377
WAVE,p10,t3,s2,Qx,0.0452
WAVE,p10,t3,s3,Qx,0.0165
WAVE,p10,t3,s4,Qx,0.0125
WAVE,p10,t3,s5,Qx,0.012
WAVE,p10,t3,s6,Qx,0.0111
WAVE,p10,t3,s7,Qx,0.0079
WAVE,p10,t3,s8,Qx,0.0142
VOX,p10,t3,s1,Qx,0.0122
VOX,p10,t3,s2,Qx,0.0118
VOX,p10,t3,s3,Qx,0.0119
VOX,p10,t3,s4,Qx,0.0069
VOX,p10,t3,s5,Qx,0.0278
VOX,p10,t3,s6,Qx,0.0031
VOX,p10,t3,s7,Qx,0.0016
VOX,p10,t3,s8,Qx,0.0022
WAVE,p10,t3,s1,Qy,0.0287
WAVE,p10,t3,s2,Qy,0.0342
WAVE,p10,t3,s3,Qy,0.0191
WAVE,p10,t3,s4,Qy,0.0219
WAVE,p10,t3,s5,Qy,0.0136
WAVE,p10,t3,s6,Qy,0.0157
WAVE,p10,t3,s7,Qy,0.031
WAVE,p10,t3,s8,Qy,0.0164
VOX,p10,t3,s1,Qy,0.0117
VOX,p10,t3,s2,Qy,0.009
VOX,p10,t3,s3,Qy,0.0088
VOX,p10,t3,s4,Qy,0.0066
VOX,p10,t3,s5,Qy,0.0132
VOX,p10,t3,s6,Qy,0.0045
VOX,p10,t3,s7,Qy,0.0046
VOX,p10,t3,s8,Qy,0.0028
WAVE,p10,t3,s1,Qz,0.0206
WAVE,p10,t3,s2,Qz,0.0656
WAVE,p10,t3,s3,Qz,0.0135
WAVE,p10,t3,s4,Qz,0.024
WAVE,p10,t3,s5,Qz,0.04
WAVE,p10,t3,s6,Qz,0.017
WAVE,p10,t3,s7,Qz,0.0168
WAVE,p10,t3,s8,Qz,0.0222
VOX,p10,t3,s1,Qz,0.0135
VOX,p10,t3,s2,Qz,0.0078
VOX,p10,t3,s3,Qz,0.0041
VOX,p10,t3,s4,Qz,0.0022
VOX,p10,t3,s5,Qz,0.0213
VOX,p10,t3,s6,Qz,0.0025
VOX,p10,t3,s7,Qz,0.002
VOX,p10,t3,s8,Qz,0.0023
WAVE,p10,t3,s1,pitch,0.0307
WAVE,p10,t3,s2,pitch,0.0355
WAVE,p10,t3,s3,pitch,0.0058
WAVE,p10,t3,s4,pitch,0.0047
WAVE,p10,t3,s5,pitch,0.012
WAVE,p10,t3,s6,pitch,0.0058
WAVE,p10,t3,s7,pitch,0.0039
WAVE,p10,t3,s8,pitch,0.0043
VOX,p10,t3,s1,pitch,0.0109
VOX,p10,t3,s2,pitch,0.0083
VOX,p10,t3,s3,pitch,0.0082
VOX,p10,t3,s4,pitch,0.005
VOX,p10,t3,s5,pitch,0.0227
VOX,p10,t3,s6,pitch,0.0024
VOX,p10,t3,s7,pitch,0.0016
VOX,p10,t3,s8,pitch,0.0024
WAVE,p10,t3,s1,yaw,0.0355
WAVE,p10,t3,s2,yaw,0.056
WAVE,p10,t3,s3,yaw,0.0679
WAVE,p10,t3,s4,yaw,0.0049
WAVE,p10,t3,s5,yaw,0.0078
WAVE,p10,t3,s6,yaw,0.0185
WAVE,p10,t3,s7,yaw,0.0887
WAVE,p10,t3,s8,yaw,0.0154
VOX,p10,t3,s1,yaw,0.272
VOX,p10,t3,s2,yaw,0.0005
VOX,p10,t3,s3,yaw,0.106
VOX,p10,t3,s4,yaw,0.0001
VOX,p10,t3,s5,yaw,0.3055
VOX,p10,t3,s6,yaw,0.0002
VOX,p10,t3,s7,yaw,0.0462
VOX,p10,t3,s8,yaw,0.0002
WAVE,p11,t3,s1,Qx,0.0132
WAVE,p11,t3,s2,Qx,0.0128
WAVE,p11,t3,s3,Qx,0.0074
WAVE,p11,t3,s4,Qx,0.0153
WAVE,p11,t3,s5,Qx,0.0376
WAVE,p11,t3,s6,Qx,0.0135
WAVE,p11,t3,s7,Qx,0.0087
WAVE,p11,t3,s8,Qx,0.0254
VOX,p11,t3,s1,Qx,0.025
VOX,p11,t3,s2,Qx,0.0033
VOX,p11,t3,s3,Qx,0.0019
VOX,p11,t3,s4,Qx,0.0021
VOX,p11,t3,s5,Qx,0.0018
VOX,p11,t3,s6,Qx,0.0028
VOX,p11,t3,s7,Qx,0.0025
VOX,p11,t3,s8,Qx,0.0029
WAVE,p11,t3,s1,Qy,0.0115
WAVE,p11,t3,s2,Qy,0.017
WAVE,p11,t3,s3,Qy,0.0367
WAVE,p11,t3,s4,Qy,0.0175
WAVE,p11,t3,s5,Qy,0.0251
WAVE,p11,t3,s6,Qy,0.0316
WAVE,p11,t3,s7,Qy,0.0249
WAVE,p11,t3,s8,Qy,0.0389
VOX,p11,t3,s1,Qy,0.0082
VOX,p11,t3,s2,Qy,0.0028
VOX,p11,t3,s3,Qy,0.002
VOX,p11,t3,s4,Qy,0.0027
VOX,p11,t3,s5,Qy,0.0017
VOX,p11,t3,s6,Qy,0.0024
VOX,p11,t3,s7,Qy,0.0021
VOX,p11,t3,s8,Qy,0.0043
WAVE,p11,t3,s1,Qz,0.0262
WAVE,p11,t3,s2,Qz,0.0331
WAVE,p11,t3,s3,Qz,0.0186
WAVE,p11,t3,s4,Qz,0.0136
WAVE,p11,t3,s5,Qz,0.0438
WAVE,p11,t3,s6,Qz,0.0154
WAVE,p11,t3,s7,Qz,0.0077
WAVE,p11,t3,s8,Qz,0.0175
VOX,p11,t3,s1,Qz,0.0079
VOX,p11,t3,s2,Qz,0.0023
VOX,p11,t3,s3,Qz,0.0023
VOX,p11,t3,s4,Qz,0.0022
VOX,p11,t3,s5,Qz,0.0013
VOX,p11,t3,s6,Qz,0.0019
VOX,p11,t3,s7,Qz,0.0018
VOX,p11,t3,s8,Qz,0.0052
WAVE,p11,t3,s1,pitch,0.0132
WAVE,p11,t3,s2,pitch,0.0102
WAVE,p11,t3,s3,pitch,0.008
WAVE,p11,t3,s4,pitch,0.0045
WAVE,p11,t3,s5,pitch,0.0045
WAVE,p11,t3,s6,pitch,0.0042
WAVE,p11,t3,s7,pitch,0.0044
WAVE,p11,t3,s8,pitch,0.0055
VOX,p11,t3,s1,pitch,0.0212
VOX,p11,t3,s2,pitch,0.0027
VOX,p11,t3,s3,pitch,0.0021
VOX,p11,t3,s4,pitch,0.0022
VOX,p11,t3,s5,pitch,0.0019
VOX,p11,t3,s6,pitch,0.0025
VOX,p11,t3,s7,pitch,0.0025
VOX,p11,t3,s8,pitch,0.0031
WAVE,p11,t3,s1,yaw,0.0102
WAVE,p11,t3,s2,yaw,0.023
WAVE,p11,t3,s3,yaw,0.033
WAVE,p11,t3,s4,yaw,0.0061
WAVE,p11,t3,s5,yaw,0.0221
WAVE,p11,t3,s6,yaw,0.0275
WAVE,p11,t3,s7,yaw,0.1428
WAVE,p11,t3,s8,yaw,0.0166
VOX,p11,t3,s1,yaw,0.1853
VOX,p11,t3,s2,yaw,0.0002
VOX,p11,t3,s3,yaw,0.0285
VOX,p11,t3,s4,yaw,0.0001
VOX,p11,t3,s5,yaw,0.0327
VOX,p11,t3,s6,yaw,0.0002
VOX,p11,t3,s7,yaw,0.0331
VOX,p11,t3,s8,yaw,0.0002
WAVE,p12,t3,s1,Qx,0.0228
WAVE,p12,t3,s2,Qx,0.023
WAVE,p12,t3,s3,Qx,0.009
WAVE,p12,t3,s4,Qx,0.0329
WAVE,p12,t3,s5,Qx,0.0168
WAVE,p12,t3,s6,Qx,0.0188
WAVE,p12,t3,s7,Qx,0.0168
WAVE,p12,t3,s8,Qx,0.0373
VOX,p12,t3,s1,Qx,0.0018
VOX,p12,t3,s2,Qx,0.003
VOX,p12,t3,s3,Qx,0.003
VOX,p12,t3,s4,Qx,0.003
VOX,p12,t3,s5,Qx,0.0021
VOX,p12,t3,s6,Qx,0.0034
VOX,p12,t3,s7,Qx,0.004
VOX,p12,t3,s8,Qx,0.007
WAVE,p12,t3,s1,Qy,0.0242
WAVE,p12,t3,s2,Qy,0.0238
WAVE,p12,t3,s3,Qy,0.0227
WAVE,p12,t3,s4,Qy,0.0157
WAVE,p12,t3,s5,Qy,0.0205
WAVE,p12,t3,s6,Qy,0.0912
WAVE,p12,t3,s7,Qy,0.0279
WAVE,p12,t3,s8,Qy,0.0549
VOX,p12,t3,s1,Qy,0.0018
VOX,p12,t3,s2,Qy,0.0026
VOX,p12,t3,s3,Qy,0.0028
VOX,p12,t3,s4,Qy,0.0045
VOX,p12,t3,s5,Qy,0.0042
VOX,p12,t3,s6,Qy,0.0052
VOX,p12,t3,s7,Qy,0.0054
VOX,p12,t3,s8,Qy,0.0089
WAVE,p12,t3,s1,Qz,0.0349
WAVE,p12,t3,s2,Qz,0.0188
WAVE,p12,t3,s3,Qz,0.0079
WAVE,p12,t3,s4,Qz,0.0221
WAVE,p12,t3,s5,Qz,0.0148
WAVE,p12,t3,s6,Qz,0.027
WAVE,p12,t3,s7,Qz,0.03
WAVE,p12,t3,s8,Qz,0.0391
VOX,p12,t3,s1,Qz,0.0017
VOX,p12,t3,s2,Qz,0.002
VOX,p12,t3,s3,Qz,0.0029
VOX,p12,t3,s4,Qz,0.0047
VOX,p12,t3,s5,Qz,0.0043
VOX,p12,t3,s6,Qz,0.0057
VOX,p12,t3,s7,Qz,0.0045
VOX,p12,t3,s8,Qz,0.0045
WAVE,p12,t3,s1,pitch,0.0054
WAVE,p12,t3,s2,pitch,0.0053
WAVE,p12,t3,s3,pitch,0.009
WAVE,p12,t3,s4,pitch,0.0094
WAVE,p12,t3,s5,pitch,0.0063
WAVE,p12,t3,s6,pitch,0.0229
WAVE,p12,t3,s7,pitch,0.0136
WAVE,p12,t3,s8,pitch,0.0112
VOX,p12,t3,s1,pitch,0.002
VOX,p12,t3,s2,pitch,0.0028
VOX,p12,t3,s3,pitch,0.003
VOX,p12,t3,s4,pitch,0.003
VOX,p12,t3,s5,pitch,0.0018
VOX,p12,t3,s6,pitch,0.002
VOX,p12,t3,s7,pitch,0.0019
VOX,p12,t3,s8,pitch,0.0033
WAVE,p12,t3,s1,yaw,0.021
WAVE,p12,t3,s2,yaw,0.0162
WAVE,p12,t3,s3,yaw,0.069
WAVE,p12,t3,s4,yaw,0.0091
WAVE,p12,t3,s5,yaw,0.0117
WAVE,p12,t3,s6,yaw,0.0461
WAVE,p12,t3,s7,yaw,0.2043
WAVE,p12,t3,s8,yaw,0.0128
VOX,p12,t3,s1,yaw,0.09
VOX,p12,t3,s2,yaw,0.0002
VOX,p12,t3,s3,yaw,0.0359
VOX,p12,t3,s4,yaw,0.0001
VOX,p12,t3,s5,yaw,0.0748
VOX,p12,t3,s6,yaw,0.0002
VOX,p12,t3,s7,yaw,0.035
VOX,p12,t3,s8,yaw,0.0002
WAVE,p13,t3,s1,Qx,0.0126
WAVE,p13,t3,s2,Qx,0.0129
WAVE,p13,t3,s3,Qx,0.0078
WAVE,p13,t3,s4,Qx,0.0154
WAVE,p13,t3,s5,Qx,0.0402
WAVE,p13,t3,s6,Qx,0.013
WAVE,p13,t3,s7,Qx,0.0089
WAVE,p13,t3,s8,Qx,0.0258
VOX,p13,t3,s1,Qx,0.0361
VOX,p13,t3,s2,Qx,0.0032
VOX,p13,t3,s3,Qx,0.002
VOX,p13,t3,s4,Qx,0.0021
VOX,p13,t3,s5,Qx,0.0019
VOX,p13,t3,s6,Qx,0.0027
VOX,p13,t3,s7,Qx,0.0023
VOX,p13,t3,s8,Qx,0.0029
WAVE,p13,t3,s1,Qy,0.0109
WAVE,p13,t3,s2,Qy,0.0172
WAVE,p13,t3,s3,Qy,0.0356
WAVE,p13,t3,s4,Qy,0.0163
WAVE,p13,t3,s5,Qy,0.0267
WAVE,p13,t3,s6,Qy,0.0319
WAVE,p13,t3,s7,Qy,0.0246
WAVE,p13,t3,s8,Qy,0.0356
VOX,p13,t3,s1,Qy,0.0107
VOX,p13,t3,s2,Qy,0.0029
VOX,p13,t3,s3,Qy,0.002
VOX,p13,t3,s4,Qy,0.0024
VOX,p13,t3,s5,Qy,0.0017
VOX,p13,t3,s6,Qy,0.0025
VOX,p13,t3,s7,Qy,0.0018
VOX,p13,t3,s8,Qy,0.0044
WAVE,p13,t3,s1,Qz,0.0242
WAVE,p13,t3,s2,Qz,0.031
WAVE,p13,t3,s3,Qz,0.0188
WAVE,p13,t3,s4,Qz,0.0134
WAVE,p13,t3,s5,Qz,0.0463
WAVE,p13,t3,s6,Qz,0.0151
WAVE,p13,t3,s7,Qz,0.0075
WAVE,p13,t3,s8,Qz,0.016
VOX,p13,t3,s1,Qz,0.0133
VOX,p13,t3,s2,Qz,0.0025
VOX,p13,t3,s3,Qz,0.0024
VOX,p13,t3,s4,Qz,0.0023
VOX,p13,t3,s5,Qz,0.0013
VOX,p13,t3,s6,Qz,0.002
VOX,p13,t3,s7,Qz,0.0017
VOX,p13,t3,s8,Qz,0.0052
WAVE,p13,t3,s1,pitch,0.0123
WAVE,p13,t3,s2,pitch,0.0094
WAVE,p13,t3,s3,pitch,0.0082
WAVE,p13,t3,s4,pitch,0.0043
WAVE,p13,t3,s5,pitch,0.0045
WAVE,p13,t3,s6,pitch,0.0042
WAVE,p13,t3,s7,pitch,0.0045
WAVE,p13,t3,s8,pitch,0.0054
VOX,p13,t3,s1,pitch,0.0295
VOX,p13,t3,s2,pitch,0.0025
VOX,p13,t3,s3,pitch,0.0022
VOX,p13,t3,s4,pitch,0.0022
VOX,p13,t3,s5,pitch,0.0019
VOX,p13,t3,s6,pitch,0.0024
VOX,p13,t3,s7,pitch,0.0022
VOX,p13,t3,s8,pitch,0.003
WAVE,p13,t3,s1,yaw,0.0096
WAVE,p13,t3,s2,yaw,0.0223
WAVE,p13,t3,s3,yaw,0.0332
WAVE,p13,t3,s4,yaw,0.0056
WAVE,p13,t3,s5,yaw,0.0238
WAVE,p13,t3,s6,yaw,0.0272
WAVE,p13,t3,s7,yaw,0.1378
WAVE,p13,t3,s8,yaw,0.0152
VOX,p13,t3,s1,yaw,0.2977
VOX,p13,t3,s2,yaw,0.0002
VOX,p13,t3,s3,yaw,0.0294
VOX,p13,t3,s4,yaw,0.0001
VOX,p13,t3,s5,yaw,0.0321
VOX,p13,t3,s6,yaw,0.0002
VOX,p13,t3,s7,yaw,0.0291
VOX,p13,t3,s8,yaw,0.0003
WAVE,p14,t3,s1,Qx,0.0076
WAVE,p14,t3,s2,Qx,0.0098
WAVE,p14,t3,s3,Qx,0.0076
WAVE,p14,t3,s4,Qx,0.0097
WAVE,p14,t3,s5,Qx,0.0094
WAVE,p14,t3,s6,Qx,0.0105
WAVE,p14,t3,s7,Qx,0.0076
WAVE,p14,t3,s8,Qx,0.0184
VOX,p14,t3,s1,Qx,0.03
VOX,p14,t3,s2,Qx,0.0031
VOX,p14,t3,s3,Qx,0.0126
VOX,p14,t3,s4,Qx,0.0019
VOX,p14,t3,s5,Qx,0.0015
VOX,p14,t3,s6,Qx,0.0025
VOX,p14,t3,s7,Qx,0.0021
VOX,p14,t3,s8,Qx,0.0028
WAVE,p14,t3,s1,Qy,0.0089
WAVE,p14,t3,s2,Qy,0.0141
WAVE,p14,t3,s3,Qy,0.0234
WAVE,p14,t3,s4,Qy,0.0127
WAVE,p14,t3,s5,Qy,0.008
WAVE,p14,t3,s6,Qy,0.0229
WAVE,p14,t3,s7,Qy,0.0164
WAVE,p14,t3,s8,Qy,0.0314
VOX,p14,t3,s1,Qy,0.0109
VOX,p14,t3,s2,Qy,0.0022
VOX,p14,t3,s3,Qy,0.0106
VOX,p14,t3,s4,Qy,0.0021
VOX,p14,t3,s5,Qy,0.0016
VOX,p14,t3,s6,Qy,0.0024
VOX,p14,t3,s7,Qy,0.0022
VOX,p14,t3,s8,Qy,0.0061
WAVE,p14,t3,s1,Qz,0.0125
WAVE,p14,t3,s2,Qz,0.0157
WAVE,p14,t3,s3,Qz,0.0199
WAVE,p14,t3,s4,Qz,0.0121
WAVE,p14,t3,s5,Qz,0.0095
WAVE,p14,t3,s6,Qz,0.0135
WAVE,p14,t3,s7,Qz,0.0045
WAVE,p14,t3,s8,Qz,0.0192
VOX,p14,t3,s1,Qz,0.0133
VOX,p14,t3,s2,Qz,0.0025
VOX,p14,t3,s3,Qz,0.015
VOX,p14,t3,s4,Qz,0.0024
VOX,p14,t3,s5,Qz,0.0015
VOX,p14,t3,s6,Qz,0.0017
VOX,p14,t3,s7,Qz,0.0014
VOX,p14,t3,s8,Qz,0.0046
WAVE,p14,t3,s1,pitch,0.0067
WAVE,p14,t3,s2,pitch,0.006
WAVE,p14,t3,s3,pitch,0.0057
WAVE,p14,t3,s4,pitch,0.0028
WAVE,p14,t3,s5,pitch,0.0019
WAVE,p14,t3,s6,pitch,0.004
WAVE,p14,t3,s7,pitch,0.0041
WAVE,p14,t3,s8,pitch,0.0038
VOX,p14,t3,s1,pitch,0.0267
VOX,p14,t3,s2,pitch,0.0028
VOX,p14,t3,s3,pitch,0.0141
VOX,p14,t3,s4,pitch,0.0023
VOX,p14,t3,s5,pitch,0.0017
VOX,p14,t3,s6,pitch,0.0022
VOX,p14,t3,s7,pitch,0.002
VOX,p14,t3,s8,pitch,0.0029
WAVE,p14,t3,s1,yaw,0.0054
WAVE,p14,t3,s2,yaw,0.0132
WAVE,p14,t3,s3,yaw,0.0447
WAVE,p14,t3,s4,yaw,0.0051
WAVE,p14,t3,s5,yaw,0.0045
WAVE,p14,t3,s6,yaw,0.0191
WAVE,p14,t3,s7,yaw,0.1123
WAVE,p14,t3,s8,yaw,0.0153
VOX,p14,t3,s1,yaw,0.3733
VOX,p14,t3,s2,yaw,0.0001
VOX,p14,t3,s3,yaw,0.1645
VOX,p14,t3,s4,yaw,0
VOX,p14,t3,s5,yaw,0.0362
VOX,p14,t3,s6,yaw,0.0002
VOX,p14,t3,s7,yaw,0.0298
VOX,p14,t3,s8,yaw,0.0003
WAVE,p15,t3,s1,Qx,0.0048
WAVE,p15,t3,s2,Qx,0.0074
WAVE,p15,t3,s3,Qx,0.0062
WAVE,p15,t3,s4,Qx,0.0056
WAVE,p15,t3,s5,Qx,0.0054
WAVE,p15,t3,s6,Qx,0.0095
WAVE,p15,t3,s7,Qx,0.0059
WAVE,p15,t3,s8,Qx,0.0124
VOX,p15,t3,s1,Qx,0.0103
VOX,p15,t3,s2,Qx,0.0028
VOX,p15,t3,s3,Qx,0.0082
VOX,p15,t3,s4,Qx,0.0017
VOX,p15,t3,s5,Qx,0.0067
VOX,p15,t3,s6,Qx,0.0025
VOX,p15,t3,s7,Qx,0.0179
VOX,p15,t3,s8,Qx,0.0034
WAVE,p15,t3,s1,Qy,0.0063
WAVE,p15,t3,s2,Qy,0.0109
WAVE,p15,t3,s3,Qy,0.0101
WAVE,p15,t3,s4,Qy,0.0101
WAVE,p15,t3,s5,Qy,0.0052
WAVE,p15,t3,s6,Qy,0.0127
WAVE,p15,t3,s7,Qy,0.0107
WAVE,p15,t3,s8,Qy,0.0192
VOX,p15,t3,s1,Qy,0.0078
VOX,p15,t3,s2,Qy,0.002
VOX,p15,t3,s3,Qy,0.0115
VOX,p15,t3,s4,Qy,0.0021
VOX,p15,t3,s5,Qy,0.009
VOX,p15,t3,s6,Qy,0.0028
VOX,p15,t3,s7,Qy,0.0182
VOX,p15,t3,s8,Qy,0.0083
WAVE,p15,t3,s1,Qz,0.005
WAVE,p15,t3,s2,Qz,0.0095
WAVE,p15,t3,s3,Qz,0.0138
WAVE,p15,t3,s4,Qz,0.0114
WAVE,p15,t3,s5,Qz,0.0059
WAVE,p15,t3,s6,Qz,0.0126
WAVE,p15,t3,s7,Qz,0.0041
WAVE,p15,t3,s8,Qz,0.0236
VOX,p15,t3,s1,Qz,0.0068
VOX,p15,t3,s2,Qz,0.0026
VOX,p15,t3,s3,Qz,0.0084
VOX,p15,t3,s4,Qz,0.0022
VOX,p15,t3,s5,Qz,0.0071
VOX,p15,t3,s6,Qz,0.0024
VOX,p15,t3,s7,Qz,0.0071
VOX,p15,t3,s8,Qz,0.0024
WAVE,p15,t3,s1,pitch,0.0028
WAVE,p15,t3,s2,pitch,0.0035
WAVE,p15,t3,s3,pitch,0.0038
WAVE,p15,t3,s4,pitch,0.0028
WAVE,p15,t3,s5,pitch,0.0022
WAVE,p15,t3,s6,pitch,0.0035
WAVE,p15,t3,s7,pitch,0.0043
WAVE,p15,t3,s8,pitch,0.0032
VOX,p15,t3,s1,pitch,0.0119
VOX,p15,t3,s2,pitch,0.0028
