articulograph,position,trial,sensor,coordinate,SD
VOX,p8,t2,s4,Qy,0.0201
VOX,p8,t2,s5,Qy,0.023
VOX,p8,t2,s6,Qy,0.0264
VOX,p8,t2,s7,Qy,0.0349
VOX,p8,t2,s8,Qy,0.0459
WAVE,p8,t2,s1,Qz,1.0219
WAVE,p8,t2,s2,Qz,0.2454
WAVE,p8,t2,s3,Qz,0.2833
WAVE,p8,t2,s4,Qz,0.3307
WAVE,p8,t2,s5,Qz,0.3144
WAVE,p8,t2,s6,Qz,0.3414
WAVE,p8,t2,s7,Qz,0.0691
WAVE,p8,t2,s8,Qz,0.0645
VOX,p8,t2,s1,Qz,0.0075
VOX,p8,t2,s2,Qz,0.0063
VOX,p8,t2,s3,Qz,0.0119
VOX,p8,t2,s4,Qz,0.0113
VOX,p8,t2,s5,Qz,0.0162
VOX,p8,t2,s6,Qz,0.0202
VOX,p8,t2,s7,Qz,0.0278
VOX,p8,t2,s8,Qz,0.0339
WAVE,p8,t2,s1,pitch,0.2943
WAVE,p8,t2,s2,pitch,0.0912
WAVE,p8,t2,s3,pitch,0.1833
WAVE,p8,t2,s4,pitch,0.1372
WAVE,p8,t2,s5,pitch,0.1658
WAVE,p8,t2,s6,pitch,0.0898
WAVE,p8,t2,s7,pitch,0.0434
WAVE,p8,t2,s8,pitch,0.0366
VOX,p8,t2,s1,pitch,0.0019
VOX,p8,t2,s2,pitch,0.0017
VOX,p8,t2,s3,pitch,0.0025
VOX,p8,t2,s4,pitch,0.0039
VOX,p8,t2,s5,pitch,0.0045
VOX,p8,t2,s6,pitch,0.0043
VOX,p8,t2,s7,pitch,0.0039
VOX,p8,t2,s8,pitch,0.0052
WAVE,p8,t2,s1,yaw,0.7706
WAVE,p8,t2,s2,yaw,0.0682
WAVE,p8,t2,s3,yaw,4.5365
WAVE,p8,t2,s4,yaw,0.0041
WAVE,p8,t2,s5,yaw,1.2707
WAVE,p8,t2,s6,yaw,0.3024
WAVE,p8,t2,s7,yaw,0.0614
WAVE,p8,t2,s8,yaw,0.0543
VOX,p8,t2,s1,yaw,0.0582
VOX,p8,t2,s2,yaw,0.0398
VOX,p8,t2,s3,yaw,0.0606
VOX,p8,t2,s4,yaw,0.0661
VOX,p8,t2,s5,yaw,0.1262
VOX,p8,t2,s6,yaw,0.1044
VOX,p8,t2,s7,yaw,0.0408
VOX,p8,t2,s8,yaw,0.0568
WAVE,p9,t2,s1,Qx,1.231
WAVE,p9,t2,s2,Qx,0.6632
WAVE,p9,t2,s3,Qx,0.4971
WAVE,p9,t2,s4,Qx,0.3455
WAVE,p9,t2,s5,Qx,0.4206
WAVE,p9,t2,s6,Qx,0.2806
WAVE,p9,t2,s7,Qx,0.2275
WAVE,p9,t2,s8,Qx,0.2096
VOX,p9,t2,s1,Qx,0.0149
VOX,p9,t2,s2,Qx,0.0188
VOX,p9,t2,s3,Qx,0.0296
VOX,p9,t2,s4,Qx,0.0299
VOX,p9,t2,s5,Qx,0.0356
VOX,p9,t2,s6,Qx,0.0427
VOX,p9,t2,s7,Qx,0.0539
VOX,p9,t2,s8,Qx,0.0717
WAVE,p9,t2,s1,Qy,0.669
WAVE,p9,t2,s2,Qy,0.4051
WAVE,p9,t2,s3,Qy,0.4926
WAVE,p9,t2,s4,Qy,0.3804
WAVE,p9,t2,s5,Qy,0.2674
WAVE,p9,t2,s6,Qy,0.2762
WAVE,p9,t2,s7,Qy,0.1362
WAVE,p9,t2,s8,Qy,0.1105
VOX,p9,t2,s1,Qy,0.0186
VOX,p9,t2,s2,Qy,0.0256
VOX,p9,t2,s3,Qy,0.0366
VOX,p9,t2,s4,Qy,0.0403
VOX,p9,t2,s5,Qy,0.0491
VOX,p9,t2,s6,Qy,0.0579
VOX,p9,t2,s7,Qy,0.0656
VOX,p9,t2,s8,Qy,0.0854
WAVE,p9,t2,s1,Qz,1.572
WAVE,p9,t2,s2,Qz,0.485
WAVE,p9,t2,s3,Qz,0.5714
WAVE,p9,t2,s4,Qz,0.6033
WAVE,p9,t2,s5,Qz,0.5771
WAVE,p9,t2,s6,Qz,0.6542
WAVE,p9,t2,s7,Qz,0.1775
WAVE,p9,t2,s8,Qz,0.1446
VOX,p9,t2,s1,Qz,0.0147
VOX,p9,t2,s2,Qz,0.0164
VOX,p9,t2,s3,Qz,0.0299
VOX,p9,t2,s4,Qz,0.0286
VOX,p9,t2,s5,Qz,0.0406
VOX,p9,t2,s6,Qz,0.047
VOX,p9,t2,s7,Qz,0.065
VOX,p9,t2,s8,Qz,0.0767
WAVE,p9,t2,s1,pitch,0.3735
WAVE,p9,t2,s2,pitch,0.1485
WAVE,p9,t2,s3,pitch,0.2597
WAVE,p9,t2,s4,pitch,0.1993
WAVE,p9,t2,s5,pitch,0.2243
WAVE,p9,t2,s6,pitch,0.1426
WAVE,p9,t2,s7,pitch,0.0772
WAVE,p9,t2,s8,pitch,0.0755
VOX,p9,t2,s1,pitch,0.0025
VOX,p9,t2,s2,pitch,0.0029
VOX,p9,t2,s3,pitch,0.0044
VOX,p9,t2,s4,pitch,0.0069
VOX,p9,t2,s5,pitch,0.0074
VOX,p9,t2,s6,pitch,0.0071
VOX,p9,t2,s7,pitch,0.0065
VOX,p9,t2,s8,pitch,0.0083
WAVE,p9,t2,s1,yaw,0.9766
WAVE,p9,t2,s2,yaw,0.1112
WAVE,p9,t2,s3,yaw,9.625
WAVE,p9,t2,s4,yaw,0.0063
WAVE,p9,t2,s5,yaw,1.7127
WAVE,p9,t2,s6,yaw,0.4649
WAVE,p9,t2,s7,yaw,0.1093
WAVE,p9,t2,s8,yaw,0.1114
VOX,p9,t2,s1,yaw,0.0851
VOX,p9,t2,s2,yaw,0.0662
VOX,p9,t2,s3,yaw,0.12
VOX,p9,t2,s4,yaw,0.1132
VOX,p9,t2,s5,yaw,0.2606
VOX,p9,t2,s6,yaw,0.1715
VOX,p9,t2,s7,yaw,0.0676
VOX,p9,t2,s8,yaw,0.0885
WAVE,p10,t2,s1,Qx,0.0616
WAVE,p10,t2,s2,Qx,0.0286
WAVE,p10,t2,s3,Qx,0.0162
WAVE,p10,t2,s4,Qx,0.0191
WAVE,p10,t2,s5,Qx,0.0256
WAVE,p10,t2,s6,Qx,0.0081
WAVE,p10,t2,s7,Qx,0.0136
WAVE,p10,t2,s8,Qx,0.0215
VOX,p10,t2,s1,Qx,0.0111
VOX,p10,t2,s2,Qx,0.0099
VOX,p10,t2,s3,Qx,0.0112
VOX,p10,t2,s4,Qx,0.0062
VOX,p10,t2,s5,Qx,0.0397
VOX,p10,t2,s6,Qx,0.003
VOX,p10,t2,s7,Qx,0.0096
VOX,p10,t2,s8,Qx,0.0018
WAVE,p10,t2,s1,Qy,0.0398
WAVE,p10,t2,s2,Qy,0.0272
WAVE,p10,t2,s3,Qy,0.0147
WAVE,p10,t2,s4,Qy,0.0232
WAVE,p10,t2,s5,Qy,0.0468
WAVE,p10,t2,s6,Qy,0.0272
WAVE,p10,t2,s7,Qy,0.0076
WAVE,p10,t2,s8,Qy,0.0135
VOX,p10,t2,s1,Qy,0.0048
VOX,p10,t2,s2,Qy,0.0051
VOX,p10,t2,s3,Qy,0.0043
VOX,p10,t2,s4,Qy,0.0033
VOX,p10,t2,s5,Qy,0.0106
VOX,p10,t2,s6,Qy,0.0027
VOX,p10,t2,s7,Qy,0.0174
VOX,p10,t2,s8,Qy,0.003
WAVE,p10,t2,s1,Qz,0.0213
WAVE,p10,t2,s2,Qz,0.0628
WAVE,p10,t2,s3,Qz,0.0158
WAVE,p10,t2,s4,Qz,0.0194
WAVE,p10,t2,s5,Qz,0.024
WAVE,p10,t2,s6,Qz,0.0172
WAVE,p10,t2,s7,Qz,0.0243
WAVE,p10,t2,s8,Qz,0.0263
VOX,p10,t2,s1,Qz,0.0166
VOX,p10,t2,s2,Qz,0.0063
VOX,p10,t2,s3,Qz,0.0061
VOX,p10,t2,s4,Qz,0.0018
VOX,p10,t2,s5,Qz,0.0096
VOX,p10,t2,s6,Qz,0.0022
VOX,p10,t2,s7,Qz,0.0091
VOX,p10,t2,s8,Qz,0.0025
WAVE,p10,t2,s1,pitch,0.0048
WAVE,p10,t2,s2,pitch,0.0198
WAVE,p10,t2,s3,pitch,0.0082
WAVE,p10,t2,s4,pitch,0.007
WAVE,p10,t2,s5,pitch,0.0093
WAVE,p10,t2,s6,pitch,0.0041
WAVE,p10,t2,s7,pitch,0.0041
WAVE,p10,t2,s8,pitch,0.0032
VOX,p10,t2,s1,pitch,0.0105
VOX,p10,t2,s2,pitch,0.0078
VOX,p10,t2,s3,pitch,0.008
VOX,p10,t2,s4,pitch,0.0045
VOX,p10,t2,s5,pitch,0.0301
VOX,p10,t2,s6,pitch,0.0025
VOX,p10,t2,s7,pitch,0.0147
VOX,p10,t2,s8,pitch,0.0021
WAVE,p10,t2,s1,yaw,0.0079
WAVE,p10,t2,s2,yaw,0.0239
WAVE,p10,t2,s3,yaw,0.1542
WAVE,p10,t2,s4,yaw,0.1128
WAVE,p10,t2,s5,yaw,0.0249
WAVE,p10,t2,s6,yaw,0.0125
WAVE,p10,t2,s7,yaw,0.0058
WAVE,p10,t2,s8,yaw,0.0065
VOX,p10,t2,s1,yaw,0.2452
VOX,p10,t2,s2,yaw,0.0002
VOX,p10,t2,s3,yaw,0.0938
VOX,p10,t2,s4,yaw,0.0001
VOX,p10,t2,s5,yaw,1.1379
VOX,p10,t2,s6,yaw,0.0001
VOX,p10,t2,s7,yaw,0.1836
VOX,p10,t2,s8,yaw,0.0002
WAVE,p11,t2,s1,Qx,0.0077
WAVE,p11,t2,s2,Qx,0.0258
WAVE,p11,t2,s3,Qx,0.0055
WAVE,p11,t2,s4,Qx,0.0058
WAVE,p11,t2,s5,Qx,0.0039
WAVE,p11,t2,s6,Qx,0.013
WAVE,p11,t2,s7,Qx,0.0713
WAVE,p11,t2,s8,Qx,0.0406
VOX,p11,t2,s1,Qx,0.0283
VOX,p11,t2,s2,Qx,0.003
VOX,p11,t2,s3,Qx,0.0137
VOX,p11,t2,s4,Qx,0.0021
VOX,p11,t2,s5,Qx,0.0015
VOX,p11,t2,s6,Qx,0.0028
VOX,p11,t2,s7,Qx,0.0026
VOX,p11,t2,s8,Qx,0.004
WAVE,p11,t2,s1,Qy,0.0229
WAVE,p11,t2,s2,Qy,0.0123
WAVE,p11,t2,s3,Qy,0.0142
WAVE,p11,t2,s4,Qy,0.027
WAVE,p11,t2,s5,Qy,0.0174
WAVE,p11,t2,s6,Qy,0.0214
WAVE,p11,t2,s7,Qy,0.0283
WAVE,p11,t2,s8,Qy,0.0223
VOX,p11,t2,s1,Qy,0.0182
VOX,p11,t2,s2,Qy,0.0028
VOX,p11,t2,s3,Qy,0.01
VOX,p11,t2,s4,Qy,0.0024
VOX,p11,t2,s5,Qy,0.0015
VOX,p11,t2,s6,Qy,0.0029
VOX,p11,t2,s7,Qy,0.0027
VOX,p11,t2,s8,Qy,0.0065
WAVE,p11,t2,s1,Qz,0.0131
WAVE,p11,t2,s2,Qz,0.0303
WAVE,p11,t2,s3,Qz,0.0093
WAVE,p11,t2,s4,Qz,0.0155
WAVE,p11,t2,s5,Qz,0.0082
WAVE,p11,t2,s6,Qz,0.0124
WAVE,p11,t2,s7,Qz,0.0416
WAVE,p11,t2,s8,Qz,0.0167
VOX,p11,t2,s1,Qz,0.0102
VOX,p11,t2,s2,Qz,0.0023
VOX,p11,t2,s3,Qz,0.0141
VOX,p11,t2,s4,Qz,0.0023
VOX,p11,t2,s5,Qz,0.0014
VOX,p11,t2,s6,Qz,0.0019
VOX,p11,t2,s7,Qz,0.0022
VOX,p11,t2,s8,Qz,0.0055
WAVE,p11,t2,s1,pitch,0.0039
WAVE,p11,t2,s2,pitch,0.0096
WAVE,p11,t2,s3,pitch,0.0023
WAVE,p11,t2,s4,pitch,0.005
WAVE,p11,t2,s5,pitch,0.0026
WAVE,p11,t2,s6,pitch,0.0066
WAVE,p11,t2,s7,pitch,0.0179
WAVE,p11,t2,s8,pitch,0.0069
VOX,p11,t2,s1,pitch,0.0207
VOX,p11,t2,s2,pitch,0.0027
VOX,p11,t2,s3,pitch,0.0138
VOX,p11,t2,s4,pitch,0.0022
VOX,p11,t2,s5,pitch,0.0017
VOX,p11,t2,s6,pitch,0.0025
VOX,p11,t2,s7,pitch,0.0025
VOX,p11,t2,s8,pitch,0.004
WAVE,p11,t2,s1,yaw,0.0108
WAVE,p11,t2,s2,yaw,0.0122
WAVE,p11,t2,s3,yaw,0.0867
WAVE,p11,t2,s4,yaw,0.0415
WAVE,p11,t2,s5,yaw,0.0164
WAVE,p11,t2,s6,yaw,0.0166
WAVE,p11,t2,s7,yaw,0.0078
WAVE,p11,t2,s8,yaw,0.0041
VOX,p11,t2,s1,yaw,0.5108
VOX,p11,t2,s2,yaw,0.0001
VOX,p11,t2,s3,yaw,0.1808
VOX,p11,t2,s4,yaw,0.0001
VOX,p11,t2,s5,yaw,0.069
VOX,p11,t2,s6,yaw,0.0001
VOX,p11,t2,s7,yaw,0.0392
VOX,p11,t2,s8,yaw,0.0004
WAVE,p12,t2,s1,Qx,0.0068
WAVE,p12,t2,s2,Qx,0.0345
WAVE,p12,t2,s3,Qx,0.0078
WAVE,p12,t2,s4,Qx,0.0137
WAVE,p12,t2,s5,Qx,0.0111
WAVE,p12,t2,s6,Qx,0.0208
WAVE,p12,t2,s7,Qx,0.0169
WAVE,p12,t2,s8,Qx,0.0242
VOX,p12,t2,s1,Qx,0.0016
VOX,p12,t2,s2,Qx,0.0031
VOX,p12,t2,s3,Qx,0.0032
VOX,p12,t2,s4,Qx,0.003
VOX,p12,t2,s5,Qx,0.0017
VOX,p12,t2,s6,Qx,0.0041
VOX,p12,t2,s7,Qx,0.0047
VOX,p12,t2,s8,Qx,0.0091
WAVE,p12,t2,s1,Qy,0.0133
WAVE,p12,t2,s2,Qy,0.016
WAVE,p12,t2,s3,Qy,0.0246
WAVE,p12,t2,s4,Qy,0.0374
WAVE,p12,t2,s5,Qy,0.0209
WAVE,p12,t2,s6,Qy,0.0233
WAVE,p12,t2,s7,Qy,0.0173
WAVE,p12,t2,s8,Qy,0.0291
VOX,p12,t2,s1,Qy,0.0015
VOX,p12,t2,s2,Qy,0.0029
VOX,p12,t2,s3,Qy,0.0022
VOX,p12,t2,s4,Qy,0.0046
VOX,p12,t2,s5,Qy,0.003
VOX,p12,t2,s6,Qy,0.0066
VOX,p12,t2,s7,Qy,0.0058
VOX,p12,t2,s8,Qy,0.0122
WAVE,p12,t2,s1,Qz,0.0079
WAVE,p12,t2,s2,Qz,0.0243
WAVE,p12,t2,s3,Qz,0.0085
WAVE,p12,t2,s4,Qz,0.0105
WAVE,p12,t2,s5,Qz,0.0121
WAVE,p12,t2,s6,Qz,0.0381
WAVE,p12,t2,s7,Qz,0.0207
WAVE,p12,t2,s8,Qz,0.0351
VOX,p12,t2,s1,Qz,0.0014
VOX,p12,t2,s2,Qz,0.0019
VOX,p12,t2,s3,Qz,0.0018
VOX,p12,t2,s4,Qz,0.0049
VOX,p12,t2,s5,Qz,0.0041
VOX,p12,t2,s6,Qz,0.0064
VOX,p12,t2,s7,Qz,0.0032
VOX,p12,t2,s8,Qz,0.0051
WAVE,p12,t2,s1,pitch,0.0029
WAVE,p12,t2,s2,pitch,0.0091
WAVE,p12,t2,s3,pitch,0.0057
WAVE,p12,t2,s4,pitch,0.0113
WAVE,p12,t2,s5,pitch,0.0123
WAVE,p12,t2,s6,pitch,0.0145
WAVE,p12,t2,s7,pitch,0.0071
WAVE,p12,t2,s8,pitch,0.0078
VOX,p12,t2,s1,pitch,0.0016
VOX,p12,t2,s2,pitch,0.0027
VOX,p12,t2,s3,pitch,0.0031
VOX,p12,t2,s4,pitch,0.0031
VOX,p12,t2,s5,pitch,0.0021
VOX,p12,t2,s6,pitch,0.0028
VOX,p12,t2,s7,pitch,0.0026
VOX,p12,t2,s8,pitch,0.0058
WAVE,p12,t2,s1,yaw,0.009
WAVE,p12,t2,s2,yaw,0.0125
WAVE,p12,t2,s3,yaw,0.0492
WAVE,p12,t2,s4,yaw,0.1426
WAVE,p12,t2,s5,yaw,0.0404
WAVE,p12,t2,s6,yaw,0.0394
WAVE,p12,t2,s7,yaw,0.0065
WAVE,p12,t2,s8,yaw,0.0067
VOX,p12,t2,s1,yaw,0.0399
VOX,p12,t2,s2,yaw,0.0001
VOX,p12,t2,s3,yaw,0.0467
VOX,p12,t2,s4,yaw,0.0001
VOX,p12,t2,s5,yaw,0.0854
VOX,p12,t2,s6,yaw,0.0001
VOX,p12,t2,s7,yaw,0.0281
VOX,p12,t2,s8,yaw,0.0004
WAVE,p13,t2,s1,Qx,0.0076
WAVE,p13,t2,s2,Qx,0.0259
WAVE,p13,t2,s3,Qx,0.0055
WAVE,p13,t2,s4,Qx,0.0056
WAVE,p13,t2,s5,Qx,0.0038
WAVE,p13,t2,s6,Qx,0.0122
WAVE,p13,t2,s7,Qx,0.0626
WAVE,p13,t2,s8,Qx,0.0363
VOX,p13,t2,s1,Qx,0.0207
VOX,p13,t2,s2,Qx,0.0034
VOX,p13,t2,s3,Qx,0.0099
VOX,p13,t2,s4,Qx,0.002
VOX,p13,t2,s5,Qx,0.0015
VOX,p13,t2,s6,Qx,0.0028
VOX,p13,t2,s7,Qx,0.0027
VOX,p13,t2,s8,Qx,0.0038
WAVE,p13,t2,s1,Qy,0.0227
WAVE,p13,t2,s2,Qy,0.0125
WAVE,p13,t2,s3,Qy,0.0155
WAVE,p13,t2,s4,Qy,0.0246
WAVE,p13,t2,s5,Qy,0.0164
WAVE,p13,t2,s6,Qy,0.021
WAVE,p13,t2,s7,Qy,0.0267
WAVE,p13,t2,s8,Qy,0.0218
VOX,p13,t2,s1,Qy,0.0094
VOX,p13,t2,s2,Qy,0.0029
VOX,p13,t2,s3,Qy,0.0102
VOX,p13,t2,s4,Qy,0.0027
VOX,p13,t2,s5,Qy,0.0014
VOX,p13,t2,s6,Qy,0.0027
VOX,p13,t2,s7,Qy,0.0029
VOX,p13,t2,s8,Qy,0.0069
WAVE,p13,t2,s1,Qz,0.013
WAVE,p13,t2,s2,Qz,0.031
WAVE,p13,t2,s3,Qz,0.0088
WAVE,p13,t2,s4,Qz,0.0161
WAVE,p13,t2,s5,Qz,0.0086
WAVE,p13,t2,s6,Qz,0.0121
WAVE,p13,t2,s7,Qz,0.034
WAVE,p13,t2,s8,Qz,0.0161
VOX,p13,t2,s1,Qz,0.0081
VOX,p13,t2,s2,Qz,0.0023
VOX,p13,t2,s3,Qz,0.0159
VOX,p13,t2,s4,Qz,0.0024
VOX,p13,t2,s5,Qz,0.0013
VOX,p13,t2,s6,Qz,0.0018
VOX,p13,t2,s7,Qz,0.0023
VOX,p13,t2,s8,Qz,0.0056
WAVE,p13,t2,s1,pitch,0.0039
WAVE,p13,t2,s2,pitch,0.0096
WAVE,p13,t2,s3,pitch,0.0022
WAVE,p13,t2,s4,pitch,0.0043
WAVE,p13,t2,s5,pitch,0.0025
WAVE,p13,t2,s6,pitch,0.0065
WAVE,p13,t2,s7,pitch,0.016
WAVE,p13,t2,s8,pitch,0.0062
VOX,p13,t2,s1,pitch,0.0166
VOX,p13,t2,s2,pitch,0.0029
VOX,p13,t2,s3,pitch,0.012
VOX,p13,t2,s4,pitch,0.002
VOX,p13,t2,s5,pitch,0.0016
VOX,p13,t2,s6,pitch,0.0026
VOX,p13,t2,s7,pitch,0.0026
VOX,p13,t2,s8,pitch,0.0037
WAVE,p13,t2,s1,yaw,0.011
WAVE,p13,t2,s2,yaw,0.0124
WAVE,p13,t2,s3,yaw,0.0968
WAVE,p13,t2,s4,yaw,0.0399
WAVE,p13,t2,s5,yaw,0.0159
WAVE,p13,t2,s6,yaw,0.0158
WAVE,p13,t2,s7,yaw,0.0073
WAVE,p13,t2,s8,yaw,0.0043
VOX,p13,t2,s1,yaw,0.4313
VOX,p13,t2,s2,yaw,0.0001
VOX,p13,t2,s3,yaw,0.2393
VOX,p13,t2,s4,yaw,0.0001
VOX,p13,t2,s5,yaw,0.0645
VOX,p13,t2,s6,yaw,0
VOX,p13,t2,s7,yaw,0.0421
VOX,p13,t2,s8,yaw,0.0004
WAVE,p14,t2,s1,Qx,0.0158
WAVE,p14,t2,s2,Qx,0.0153
WAVE,p14,t2,s3,Qx,0.0092
WAVE,p14,t2,s4,Qx,0.0048
WAVE,p14,t2,s5,Qx,0.007
WAVE,p14,t2,s6,Qx,0.0098
WAVE,p14,t2,s7,Qx,0.0164
WAVE,p14,t2,s8,Qx,0.0235
VOX,p14,t2,s1,Qx,0.0312
VOX,p14,t2,s2,Qx,0.003
VOX,p14,t2,s3,Qx,0.0128
VOX,p14,t2,s4,Qx,0.0018
VOX,p14,t2,s5,Qx,0.0014
VOX,p14,t2,s6,Qx,0.0028
VOX,p14,t2,s7,Qx,0.0215
VOX,p14,t2,s8,Qx,0.0046
WAVE,p14,t2,s1,Qy,0.0307
WAVE,p14,t2,s2,Qy,0.0126
WAVE,p14,t2,s3,Qy,0.0207
WAVE,p14,t2,s4,Qy,0.0178
WAVE,p14,t2,s5,Qy,0.0249
WAVE,p14,t2,s6,Qy,0.0164
WAVE,p14,t2,s7,Qy,0.0079
WAVE,p14,t2,s8,Qy,0.0145
VOX,p14,t2,s1,Qy,0.0069
VOX,p14,t2,s2,Qy,0.0024
VOX,p14,t2,s3,Qy,0.0152
VOX,p14,t2,s4,Qy,0.0023
VOX,p14,t2,s5,Qy,0.0013
VOX,p14,t2,s6,Qy,0.0031
VOX,p14,t2,s7,Qy,0.0186
VOX,p14,t2,s8,Qy,0.0084
WAVE,p14,t2,s1,Qz,0.0253
WAVE,p14,t2,s2,Qz,0.0186
WAVE,p14,t2,s3,Qz,0.0168
WAVE,p14,t2,s4,Qz,0.0155
WAVE,p14,t2,s5,Qz,0.0196
WAVE,p14,t2,s6,Qz,0.0097
WAVE,p14,t2,s7,Qz,0.0076
WAVE,p14,t2,s8,Qz,0.0151
VOX,p14,t2,s1,Qz,0.009
VOX,p14,t2,s2,Qz,0.0022
VOX,p14,t2,s3,Qz,0.0122
VOX,p14,t2,s4,Qz,0.0022
VOX,p14,t2,s5,Qz,0.0017
VOX,p14,t2,s6,Qz,0.002
VOX,p14,t2,s7,Qz,0.0109
VOX,p14,t2,s8,Qz,0.0043
WAVE,p14,t2,s1,pitch,0.0049
WAVE,p14,t2,s2,pitch,0.004
WAVE,p14,t2,s3,pitch,0.0051
WAVE,p14,t2,s4,pitch,0.0035
WAVE,p14,t2,s5,pitch,0.0048
WAVE,p14,t2,s6,pitch,0.0054
WAVE,p14,t2,s7,pitch,0.003
WAVE,p14,t2,s8,pitch,0.0034
VOX,p14,t2,s1,pitch,0.0274
VOX,p14,t2,s2,pitch,0.0027
VOX,p14,t2,s3,pitch,0.0158
VOX,p14,t2,s4,pitch,0.0019
VOX,p14,t2,s5,pitch,0.0018
VOX,p14,t2,s6,pitch,0.0027
VOX,p14,t2,s7,pitch,0.0206
VOX,p14,t2,s8,pitch,0.0041
WAVE,p14,t2,s1,yaw,0.0131
WAVE,p14,t2,s2,yaw,0.0053
WAVE,p14,t2,s3,yaw,0.1331
WAVE,p14,t2,s4,yaw,0.0391
WAVE,p14,t2,s5,yaw,0.0266
WAVE,p14,t2,s6,yaw,0.0108
WAVE,p14,t2,s7,yaw,0.0029
WAVE,p14,t2,s8,yaw,0.0047
VOX,p14,t2,s1,yaw,0.7113
VOX,p14,t2,s2,yaw,0.0001
VOX,p14,t2,s3,yaw,0.3424
VOX,p14,t2,s4,yaw,0.0001
VOX,p14,t2,s5,yaw,0.0683
VOX,p14,t2,s6,yaw,0
VOX,p14,t2,s7,yaw,0.2433
VOX,p14,t2,s8,yaw,0.0004
WAVE,p15,t2,s1,Qx,0.0157
WAVE,p15,t2,s2,Qx,0.0077
WAVE,p15,t2,s3,Qx,0.0069
WAVE,p15,t2,s4,Qx,0.0047
WAVE,p15,t2,s5,Qx,0.0052
WAVE,p15,t2,s6,Qx,0.007
WAVE,p15,t2,s7,Qx,0.009
WAVE,p15,t2,s8,Qx,0.0134
VOX,p15,t2,s1,Qx,0.0257
VOX,p15,t2,s2,Qx,0.0029
VOX,p15,t2,s3,Qx,0.0074
VOX,p15,t2,s4,Qx,0.0017
VOX,p15,t2,s5,Qx,0.0107
VOX,p15,t2,s6,Qx,0.0025
VOX,p15,t2,s7,Qx,0.02
VOX,p15,t2,s8,Qx,0.0057
WAVE,p15,t2,s1,Qy,0.0168
WAVE,p15,t2,s2,Qy,0.0127
WAVE,p15,t2,s3,Qy,0.0096
WAVE,p15,t2,s4,Qy,0.0093
WAVE,p15,t2,s5,Qy,0.0117
WAVE,p15,t2,s6,Qy,0.0114
WAVE,p15,t2,s7,Qy,0.0051
WAVE,p15,t2,s8,Qy,0.0111
VOX,p15,t2,s1,Qy,0.0127
VOX,p15,t2,s2,Qy,0.0021
VOX,p15,t2,s3,Qy,0.008
VOX,p15,t2,s4,Qy,0.0022
VOX,p15,t2,s5,Qy,0.0161
VOX,p15,t2,s6,Qy,0.0026
VOX,p15,t2,s7,Qy,0.0228
VOX,p15,t2,s8,Qy,0.0046
WAVE,p15,t2,s1,Qz,0.0238
WAVE,p15,t2,s2,Qz,0.0088
WAVE,p15,t2,s3,Qz,0.0132
WAVE,p15,t2,s4,Qz,0.0137
WAVE,p15,t2,s5,Qz,0.0141
WAVE,p15,t2,s6,Qz,0.0087
WAVE,p15,t2,s7,Qz,0.006
WAVE,p15,t2,s8,Qz,0.0153
VOX,p15,t2,s1,Qz,0.008
VOX,p15,t2,s2,Qz,0.0017
VOX,p15,t2,s3,Qz,0.0082
VOX,p15,t2,s4,Qz,0.002
VOX,p15,t2,s5,Qz,0.0118
VOX,p15,t2,s6,Qz,0.0022
VOX,p15,t2,s7,Qz,0.0086
VOX,p15,t2,s8,Qz,0.0014
WAVE,p15,t2,s1,pitch,0.0032
WAVE,p15,t2,s2,pitch,0.0021
WAVE,p15,t2,s3,pitch,0.0042
WAVE,p15,t2,s4,pitch,0.0025
WAVE,p15,t2,s5,pitch,0.0033
WAVE,p15,t2,s6,pitch,0.0045
WAVE,p15,t2,s7,pitch,0.0021
WAVE,p15,t2,s8,pitch,0.004
VOX,p15,t2,s1,pitch,0.0254
VOX,p15,t2,s2,pitch,0.0031
VOX,p15,t2,s3,pitch,0.0097
VOX,p15,t2,s4,pitch,0.0021
VOX,p15,t2,s5,pitch,0.0176
VOX,p15,t2,s6,pitch,0.0021
VOX,p15,t2,s7,pitch,0.0156
VOX,p15,t2,s8,pitch,0.0042
WAVE,p15,t2,s1,yaw,0.006
WAVE,p15,t2,s2,yaw,0.0022
WAVE,p15,t2,s3,yaw,0.0632
WAVE,p15,t2,s4,yaw,0.0521
WAVE,p15,t2,s5,yaw,0.0168
WAVE,p15,t2,s6,yaw,0.0065
WAVE,p15,t2,s7,yaw,0.0031
WAVE,p15,t2,s8,yaw,0.0058
VOX,p15,t2,s1,yaw,0.6474
VOX,p15,t2,s2,yaw,0.0001
VOX,p15,t2,s3,yaw,0.2022
VOX,p15,t2,s4,yaw,0.0001
VOX,p15,t2,s5,yaw,0.2183
VOX,p15,t2,s6,yaw,0
VOX,p15,t2,s7,yaw,0.2283
VOX,p15,t2,s8,yaw,0.0003
WAVE,p16,t2,s1,Qx,0.0085
WAVE,p16,t2,s2,Qx,0.0078
WAVE,p16,t2,s3,Qx,0.0064
WAVE,p16,t2,s4,Qx,0.0064
WAVE,p16,t2,s5,Qx,0.0034
WAVE,p16,t2,s6,Qx,0.0061
WAVE,p16,t2,s7,Qx,0.0053
WAVE,p16,t2,s8,Qx,0.0095
VOX,p16,t2,s1,Qx,0.0019
VOX,p16,t2,s2,Qx,0.0029
